longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.0,34.0,9,2373.0,601.0,1135.0,576.0,3.0,6,<1H OCEAN
-118.0,34.0,9,1902.0,488.0,848.0,478.0,3.0,4,<1H OCEAN
-118.0,34.0,9,890.0,255.0,434.0,232.0,4.0,9,<1H OCEAN
-118.0,34.0,8,7803.0,2154.0,3359.0,2041.0,3.0,7,<1H OCEAN
-118.0,34.0,8,1651.0,410.0,512.0,397.0,4.0,8,<1H OCEAN
-118.0,34.0,8,3312.0,880.0,1157.0,809.0,4.0,9,<1H OCEAN
-118.0,34.0,7,1821.0,447.0,777.0,441.0,2.0,8,<1H OCEAN
-118.0,34.0,9,1740.0,360.0,748.0,357.0,5.0,9,<1H OCEAN
-118.0,34.0,9,2046.0,451.0,944.0,435.0,3.0,9,<1H OCEAN
-118.0,34.0,9,2203.0,437.0,899.0,384.0,4.0,9,<1H OCEAN
-118.0,34.0,9,2195.0,435.0,884.0,432.0,5.0,9,<1H OCEAN
-118.0,34.0,8,2703.0,663.0,1045.0,619.0,3.0,7,<1H OCEAN
-118.0,34.0,7,2309.0,526.0,870.0,546.0,3.0,9,<1H OCEAN
-118.0,34.0,9,1084.0,247.0,468.0,255.0,3.0,9,<1H OCEAN
-118.0,34.0,3,4625.0,1307.0,1739.0,1191.0,3.0,9,<1H OCEAN
-118.0,34.0,1,4814.0,1381.0,1897.0,1209.0,3.0,8,<1H OCEAN
-118.0,34.0,3,3653.0,956.0,1510.0,890.0,4.0,9,<1H OCEAN
-118.0,34.0,9,3175.0,1057.0,1594.0,997.0,3.0,6,<1H OCEAN
-118.0,34.0,9,3446.0,1360.0,1768.0,1245.0,2.0,9,<1H OCEAN
-118.0,34.0,9,1314.0,170.0,629.0,214.0,7.0,9,<1H OCEAN
-118.0,34.0,9,2530.0,458.0,1122.0,449.0,4.0,8,<1H OCEAN
-118.0,34.0,9,2069.0,417.0,826.0,377.0,4.0,9,<1H OCEAN
-118.0,34.0,9,1482.0,336.0,768.0,300.0,4.0,8,<1H OCEAN
-118.0,34.0,9,2837.0,602.0,1164.0,551.0,3.0,7,<1H OCEAN
-118.0,34.0,9,1354.0,279.0,716.0,309.0,4.0,9,<1H OCEAN
-118.0,34.0,9,1368.0,322.0,617.0,303.0,5.0,9,<1H OCEAN
-118.0,34.0,5,2880.0,836.0,1416.0,736.0,3.0,8,<1H OCEAN
-118.0,34.0,9,3551.0,826.0,1601.0,827.0,3.0,9,<1H OCEAN
-118.0,34.0,7,2810.0,670.0,1109.0,624.0,3.0,8,<1H OCEAN
-118.0,34.0,9,2130.0,455.0,921.0,395.0,3.0,9,<1H OCEAN
-118.0,34.0,9,843.0,160.0,333.0,151.0,5.0,9,<1H OCEAN
-118.0,34.0,9,1608.0,289.0,630.0,252.0,6.0,9,<1H OCEAN
-118.0,34.0,4,2522.0,616.0,991.0,574.0,3.0,8,<1H OCEAN
-118.0,34.0,4,3946.0,1008.0,1676.0,876.0,3.0,9,<1H OCEAN
-118.0,34.0,5,4345.0,1158.0,1987.0,1070.0,3.0,8,<1H OCEAN
-118.0,34.0,3,2558.0,661.0,1183.0,636.0,4.0,9,<1H OCEAN
-118.0,34.0,6,2457.0,552.0,1159.0,523.0,3.0,8,<1H OCEAN
-118.0,34.0,9,1197.0,231.0,671.0,219.0,4.0,7,<1H OCEAN
-118.0,34.0,9,1266.0,234.0,539.0,222.0,4.0,7,<1H OCEAN
-118.0,34.0,8,2369.0,544.0,1252.0,522.0,3.0,8,<1H OCEAN
-118.0,34.0,9,2239.0,423.0,832.0,411.0,5.0,9,<1H OCEAN
-118.0,34.0,9,2346.0,437.0,1121.0,400.0,4.0,9,<1H OCEAN
-118.0,34.0,9,1563.0,306.0,776.0,308.0,4.0,9,<1H OCEAN
-118.0,34.0,9,2402.0,506.0,878.0,464.0,4.0,9,<1H OCEAN
-118.0,34.0,9,1825.0,404.0,728.0,363.0,3.0,8,<1H OCEAN
-118.0,34.0,9,1424.0,300.0,632.0,278.0,4.0,8,<1H OCEAN
-118.0,34.0,9,1835.0,380.0,956.0,370.0,3.0,7,<1H OCEAN
-118.0,34.0,9,995.0,184.0,462.0,194.0,3.0,7,<1H OCEAN
-118.0,34.0,8,1879.0,395.0,946.0,409.0,3.0,7,<1H OCEAN
-118.0,34.0,9,3518.0,812.0,1724.0,758.0,3.0,8,<1H OCEAN
-118.0,34.0,9,2053.0,480.0,900.0,417.0,3.0,9,<1H OCEAN
-118.0,34.0,9,1621.0,314.0,724.0,311.0,6.0,9,<1H OCEAN
-118.0,34.0,9,1004.0,231.0,590.0,226.0,4.0,8,<1H OCEAN
-118.0,34.0,9,1241.0,210.0,526.0,214.0,4.0,8,<1H OCEAN
-118.0,34.0,7,2352.0,598.0,1133.0,563.0,3.0,7,<1H OCEAN
-118.0,34.0,6,3517.0,879.0,1632.0,784.0,3.0,9,<1H OCEAN
-118.0,34.0,9,2815.0,679.0,1533.0,594.0,3.0,6,<1H OCEAN
-118.0,34.0,8,1856.0,493.0,1374.0,469.0,2.0,4,<1H OCEAN
-118.0,34.0,8,2149.0,451.0,905.0,443.0,3.0,8,<1H OCEAN
-118.0,34.0,9,2009.0,419.0,1130.0,402.0,3.0,6,<1H OCEAN
-118.0,34.0,7,975.0,292.0,723.0,285.0,2.0,3,<1H OCEAN
-118.0,34.0,9,1971.0,414.0,1065.0,409.0,4.0,5,<1H OCEAN
-118.0,34.0,9,2194.0,504.0,997.0,438.0,3.0,7,<1H OCEAN
-118.0,34.0,7,2965.0,812.0,2638.0,794.0,3.0,4,<1H OCEAN
-118.0,34.0,7,1294.0,330.0,1140.0,313.0,2.0,4,<1H OCEAN
-118.0,34.0,9,1184.0,328.0,953.0,311.0,2.0,3,<1H OCEAN
-118.0,34.0,5,1090.0,251.0,955.0,239.0,3.0,5,<1H OCEAN
-118.0,34.0,8,3015.0,795.0,2300.0,725.0,2.0,7,<1H OCEAN
-118.0,34.0,9,2545.0,401.0,1004.0,372.0,4.0,9,<1H OCEAN
-118.0,34.0,8,2099.0,472.0,1369.0,465.0,3.0,4,<1H OCEAN
-118.0,34.0,6,2345.0,607.0,2042.0,565.0,3.0,3,<1H OCEAN
-118.0,34.0,7,2064.0,662.0,2140.0,617.0,2.0,2,<1H OCEAN
-118.0,34.0,7,1466.0,529.0,1835.0,500.0,2.0,2,<1H OCEAN
-118.0,34.0,6,1956.0,601.0,1672.0,546.0,2.0,3,<1H OCEAN
-118.0,34.0,9,1104.0,266.0,668.0,297.0,3.0,3,<1H OCEAN
-118.0,34.0,8,1579.0,357.0,713.0,335.0,2.0,4,<1H OCEAN
-118.0,34.0,9,1769.0,429.0,993.0,405.0,2.0,3,<1H OCEAN
-118.0,34.0,8,1767.0,417.0,1052.0,379.0,4.0,3,<1H OCEAN
-118.0,34.0,7,1626.0,375.0,1019.0,372.0,2.0,3,<1H OCEAN
-118.0,34.0,8,1690.0,379.0,1017.0,359.0,2.0,2,<1H OCEAN
-118.0,34.0,6,3239.0,806.0,2331.0,765.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1617.0,423.0,1110.0,375.0,2.0,4,<1H OCEAN
-118.0,34.0,8,865.0,208.0,537.0,183.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1839.0,459.0,1312.0,460.0,3.0,3,<1H OCEAN
-118.0,34.0,8,1681.0,360.0,987.0,337.0,3.0,4,<1H OCEAN
-118.0,34.0,9,1426.0,331.0,784.0,356.0,2.0,2,<1H OCEAN
-118.0,34.0,8,2010.0,494.0,1203.0,427.0,2.0,3,<1H OCEAN
-118.0,34.0,6,1438.0,333.0,794.0,306.0,2.0,3,<1H OCEAN
-118.0,34.0,5,1806.0,444.0,1161.0,393.0,3.0,4,<1H OCEAN
-118.0,34.0,5,2314.0,624.0,1714.0,582.0,2.0,5,<1H OCEAN
-118.0,34.0,9,2437.0,443.0,1400.0,426.0,3.0,7,<1H OCEAN
-118.0,34.0,9,1989.0,532.0,1430.0,519.0,2.0,3,<1H OCEAN
-118.0,34.0,8,1766.0,404.0,1117.0,367.0,2.0,4,<1H OCEAN
-118.0,34.0,8,1008.0,223.0,544.0,223.0,3.0,4,<1H OCEAN
-118.0,34.0,6,3189.0,935.0,2221.0,801.0,2.0,2,<1H OCEAN
-118.0,34.0,7,2840.0,826.0,1911.0,688.0,2.0,3,<1H OCEAN
-118.0,34.0,9,1082.0,198.0,455.0,193.0,3.0,6,<1H OCEAN
-118.0,34.0,9,1845.0,349.0,1109.0,335.0,3.0,2,<1H OCEAN
-118.0,34.0,9,1734.0,453.0,1272.0,438.0,3.0,2,<1H OCEAN
-118.0,34.0,9,2511.0,587.0,1660.0,546.0,3.0,2,<1H OCEAN
-118.0,34.0,9,2010.0,460.0,1355.0,433.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1648.0,346.0,1120.0,338.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1667.0,399.0,928.0,375.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1528.0,391.0,933.0,366.0,2.0,2,<1H OCEAN
-118.0,34.0,8,2312.0,625.0,1552.0,603.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1614.0,320.0,684.0,318.0,4.0,5,<1H OCEAN
-118.0,34.0,8,2067.0,385.0,1046.0,441.0,4.0,3,<1H OCEAN
-118.0,34.0,9,2334.0,530.0,1334.0,447.0,2.0,2,<1H OCEAN
-118.0,34.0,8,2122.0,524.0,1510.0,436.0,2.0,2,<1H OCEAN
-118.0,34.0,9,427.0,92.0,233.0,116.0,3.0,3,<1H OCEAN
-118.0,34.0,8,2043.0,512.0,1634.0,501.0,2.0,2,<1H OCEAN
-118.0,34.0,6,1083.0,342.0,1023.0,295.0,2.0,3,<1H OCEAN
-118.0,34.0,7,2323.0,661.0,1847.0,614.0,2.0,2,<1H OCEAN
-118.0,34.0,7,1400.0,376.0,1139.0,315.0,2.0,2,<1H OCEAN
-118.0,34.0,6,1819.0,499.0,1666.0,482.0,2.0,2,<1H OCEAN
-118.0,34.0,7,2365.0,638.0,2259.0,607.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1350.0,287.0,811.0,307.0,3.0,3,<1H OCEAN
-118.0,34.0,8,2437.0,502.0,1151.0,477.0,2.0,3,<1H OCEAN
-118.0,34.0,9,1609.0,371.0,896.0,389.0,3.0,3,<1H OCEAN
-118.0,34.0,9,1172.0,261.0,685.0,260.0,3.0,2,<1H OCEAN
-118.0,34.0,9,1295.0,276.0,765.0,265.0,3.0,2,<1H OCEAN
-118.0,34.0,9,1927.0,561.0,1349.0,508.0,1.0,2,<1H OCEAN
-118.0,34.0,8,1356.0,333.0,796.0,329.0,2.0,5,<1H OCEAN
-118.0,34.0,8,1425.0,285.0,838.0,296.0,4.0,5,<1H OCEAN
-118.0,34.0,8,1944.0,458.0,981.0,377.0,3.0,5,<1H OCEAN
-118.0,34.0,6,1627.0,838.0,3013.0,791.0,2.0,3,<1H OCEAN
-118.0,34.0,7,1155.0,433.0,1857.0,424.0,2.0,3,<1H OCEAN
-118.0,34.0,8,659.0,291.0,1224.0,290.0,2.0,2,<1H OCEAN
-118.0,34.0,7,907.0,349.0,1426.0,323.0,2.0,3,<1H OCEAN
-118.0,34.0,9,1353.0,488.0,1945.0,487.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1757.0,522.0,2080.0,488.0,2.0,5,<1H OCEAN
-118.0,34.0,9,1005.0,314.0,1227.0,306.0,2.0,4,<1H OCEAN
-118.0,34.0,7,993.0,506.0,1765.0,464.0,1.0,2,<1H OCEAN
-118.0,34.0,7,1864.0,515.0,1768.0,439.0,2.0,5,<1H OCEAN
-118.0,34.0,6,2007.0,571.0,1513.0,554.0,2.0,6,<1H OCEAN
-118.0,34.0,4,1809.0,640.0,2543.0,640.0,2.0,9,<1H OCEAN
-118.0,34.0,5,2691.0,726.0,2390.0,681.0,2.0,5,<1H OCEAN
-118.0,34.0,4,2038.0,578.0,2070.0,570.0,2.0,6,<1H OCEAN
-118.0,34.0,4,2438.0,867.0,2114.0,753.0,1.0,3,<1H OCEAN
-118.0,34.0,5,2206.0,501.0,1194.0,435.0,2.0,6,<1H OCEAN
-118.0,34.0,9,1277.0,285.0,954.0,334.0,3.0,6,<1H OCEAN
-118.0,34.0,3,2092.0,585.0,1757.0,538.0,2.0,4,<1H OCEAN
-118.0,34.0,7,1470.0,399.0,1579.0,390.0,2.0,3,<1H OCEAN
-118.0,34.0,7,2338.0,686.0,2376.0,630.0,2.0,4,<1H OCEAN
-118.0,34.0,8,1941.0,579.0,2049.0,535.0,2.0,3,<1H OCEAN
-118.0,34.0,8,1653.0,426.0,1868.0,393.0,2.0,4,<1H OCEAN
-118.0,34.0,6,1090.0,345.0,1605.0,330.0,2.0,3,<1H OCEAN
-118.0,34.0,5,700.0,299.0,1272.0,298.0,2.0,2,<1H OCEAN
-118.0,34.0,5,432.0,182.0,702.0,186.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1680.0,557.0,2099.0,526.0,2.0,3,<1H OCEAN
-118.0,34.0,8,943.0,289.0,953.0,238.0,2.0,3,<1H OCEAN
-118.0,34.0,8,907.0,378.0,822.0,288.0,1.0,4,<1H OCEAN
-118.0,34.0,4,3544.0,1384.0,3323.0,1213.0,1.0,7,<1H OCEAN
-118.0,34.0,7,1501.0,437.0,1777.0,441.0,2.0,3,<1H OCEAN
-118.0,34.0,3,3313.0,1235.0,2381.0,1063.0,1.0,4,<1H OCEAN
-118.0,34.0,4,1084.0,287.0,1085.0,279.0,2.0,2,<1H OCEAN
-118.0,34.0,8,2173.0,510.0,1343.0,476.0,2.0,3,<1H OCEAN
-118.0,34.0,9,1902.0,406.0,1233.0,385.0,3.0,2,<1H OCEAN
-118.0,34.0,9,1173.0,284.0,814.0,295.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1555.0,324.0,931.0,265.0,1.0,1,<1H OCEAN
-118.0,34.0,8,1423.0,278.0,822.0,276.0,2.0,1,<1H OCEAN
-118.0,34.0,9,1832.0,441.0,1186.0,420.0,1.0,1,<1H OCEAN
-118.0,34.0,9,2241.0,559.0,1775.0,504.0,2.0,3,<1H OCEAN
-118.0,34.0,7,1695.0,374.0,1138.0,357.0,3.0,3,<1H OCEAN
-118.0,34.0,7,2781.0,766.0,2586.0,729.0,2.0,5,<1H OCEAN
-118.0,34.0,6,2041.0,517.0,1479.0,495.0,2.0,3,<1H OCEAN
-118.0,34.0,3,1703.0,397.0,1333.0,361.0,1.0,2,<1H OCEAN
-118.0,34.0,8,1976.0,469.0,1409.0,431.0,2.0,2,<1H OCEAN
-118.0,34.0,9,2120.0,483.0,1522.0,416.0,2.0,2,<1H OCEAN
-118.0,34.0,3,1641.0,491.0,1526.0,453.0,2.0,3,<1H OCEAN
-118.0,34.0,6,3184.0,772.0,2474.0,705.0,2.0,3,<1H OCEAN
-118.0,34.0,5,1933.0,478.0,1522.0,423.0,2.0,2,<1H OCEAN
-118.0,34.0,4,515.0,229.0,2690.0,217.0,0.0,9,<1H OCEAN
-118.0,34.0,9,395.0,232.0,948.0,243.0,2.0,4,<1H OCEAN
-118.0,34.0,9,1280.0,422.0,1560.0,381.0,2.0,2,<1H OCEAN
-118.0,34.0,2,460.0,241.0,890.0,229.0,2.0,4,<1H OCEAN
-118.0,34.0,3,1283.0,545.0,1932.0,516.0,1.0,4,<1H OCEAN
-118.0,34.0,3,1582.0,780.0,2390.0,719.0,1.0,5,<1H OCEAN
-118.0,34.0,2,1193.0,454.0,1880.0,453.0,2.0,5,<1H OCEAN
-118.0,34.0,8,1273.0,474.0,1754.0,460.0,2.0,7,<1H OCEAN
-118.0,34.0,8,1933.0,791.0,3121.0,719.0,2.0,3,<1H OCEAN
-118.0,34.0,7,2118.0,796.0,2195.0,658.0,2.0,4,<1H OCEAN
-118.0,34.0,9,1521.0,513.0,1772.0,458.0,2.0,4,<1H OCEAN
-118.0,34.0,7,2004.0,633.0,3050.0,621.0,2.0,2,<1H OCEAN
-118.0,34.0,9,281.0,103.0,470.0,96.0,2.0,0,<1H OCEAN
-118.0,34.0,7,561.0,284.0,662.0,205.0,1.0,5,<1H OCEAN
-118.0,34.0,4,2107.0,809.0,2821.0,572.0,1.0,8,<1H OCEAN
-118.0,34.0,3,1407.0,550.0,1193.0,472.0,1.0,6,<1H OCEAN
-118.0,34.0,9,180.0,89.0,356.0,76.0,2.0,4,<1H OCEAN
-118.0,34.0,9,142.0,47.0,137.0,45.0,2.0,8,<1H OCEAN
-118.0,34.0,9,299.0,90.0,287.0,68.0,1.0,1,<1H OCEAN
-118.0,34.0,9,1274.0,418.0,1655.0,368.0,2.0,2,<1H OCEAN
-118.0,34.0,5,1375.0,448.0,1698.0,432.0,2.0,2,<1H OCEAN
-118.0,34.0,7,980.0,285.0,1308.0,310.0,2.0,2,<1H OCEAN
-118.0,34.0,7,1091.0,349.0,1786.0,340.0,2.0,3,<1H OCEAN
-118.0,34.0,7,1259.0,362.0,1499.0,327.0,2.0,2,<1H OCEAN
-118.0,34.0,7,1551.0,501.0,2173.0,474.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1465.0,440.0,1859.0,400.0,1.0,1,<1H OCEAN
-118.0,34.0,8,1249.0,357.0,1607.0,331.0,2.0,2,<1H OCEAN
-118.0,34.0,8,848.0,323.0,1428.0,313.0,2.0,2,<1H OCEAN
-118.0,34.0,7,698.0,232.0,1046.0,228.0,2.0,2,<1H OCEAN
-118.0,34.0,6,1368.0,486.0,2239.0,461.0,2.0,2,<1H OCEAN
-118.0,34.0,5,1676.0,525.0,2564.0,515.0,2.0,1,<1H OCEAN
-118.0,34.0,4,481.0,136.0,596.0,128.0,1.0,1,<1H OCEAN
-118.0,34.0,5,1311.0,410.0,1792.0,396.0,2.0,2,<1H OCEAN
-118.0,34.0,9,542.0,150.0,571.0,114.0,2.0,1,<1H OCEAN
-118.0,34.0,9,396.0,99.0,485.0,110.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1456.0,444.0,2098.0,433.0,2.0,1,<1H OCEAN
-118.0,34.0,5,1301.0,403.0,1952.0,377.0,2.0,1,<1H OCEAN
-118.0,34.0,5,405.0,86.0,376.0,68.0,2.0,2,<1H OCEAN
-118.0,34.0,8,782.0,270.0,1030.0,235.0,1.0,1,<1H OCEAN
-118.0,34.0,6,879.0,262.0,1034.0,236.0,1.0,1,<1H OCEAN
-118.0,34.0,8,1429.0,386.0,1412.0,354.0,1.0,1,<1H OCEAN
-118.0,34.0,8,1575.0,475.0,1980.0,469.0,2.0,1,<1H OCEAN
-118.0,34.0,5,962.0,291.0,1280.0,263.0,1.0,2,<1H OCEAN
-118.0,34.0,7,697.0,208.0,749.0,206.0,1.0,2,<1H OCEAN
-118.0,34.0,9,1269.0,323.0,1628.0,325.0,2.0,2,<1H OCEAN
-118.0,34.0,7,2451.0,668.0,2824.0,598.0,2.0,1,<1H OCEAN
-118.0,34.0,8,990.0,289.0,1167.0,281.0,1.0,2,<1H OCEAN
-118.0,34.0,8,879.0,253.0,1010.0,221.0,2.0,2,<1H OCEAN
-118.0,34.0,3,1314.0,375.0,1505.0,366.0,2.0,1,<1H OCEAN
-118.0,34.0,6,1193.0,355.0,1784.0,341.0,2.0,2,<1H OCEAN
-118.0,34.0,6,1672.0,556.0,2106.0,519.0,1.0,2,<1H OCEAN
-118.0,34.0,9,921.0,264.0,881.0,221.0,1.0,2,<1H OCEAN
-118.0,34.0,8,1235.0,385.0,1745.0,372.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1748.0,428.0,1707.0,409.0,2.0,1,<1H OCEAN
-118.0,34.0,9,1869.0,461.0,1834.0,441.0,2.0,2,<1H OCEAN
-118.0,34.0,9,780.0,237.0,888.0,215.0,2.0,1,<1H OCEAN
-118.0,34.0,8,2179.0,682.0,2624.0,609.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1733.0,492.0,1776.0,453.0,2.0,1,<1H OCEAN
-118.0,34.0,6,1033.0,267.0,1112.0,229.0,2.0,1,<1H OCEAN
-118.0,34.0,6,1176.0,309.0,1267.0,292.0,2.0,1,<1H OCEAN
-118.0,34.0,5,1218.0,342.0,1292.0,304.0,2.0,1,<1H OCEAN
-118.0,34.0,8,1768.0,475.0,1721.0,474.0,1.0,1,<1H OCEAN
-118.0,34.0,6,1905.0,552.0,2194.0,521.0,1.0,1,<1H OCEAN
-118.0,34.0,3,588.0,157.0,716.0,173.0,1.0,1,<1H OCEAN
-118.0,34.0,8,863.0,206.0,788.0,187.0,1.0,1,<1H OCEAN
-118.0,34.0,4,1419.0,363.0,1696.0,317.0,2.0,1,<1H OCEAN
-118.0,34.0,7,1715.0,414.0,1714.0,389.0,2.0,2,<1H OCEAN
-118.0,34.0,8,448.0,116.0,504.0,96.0,2.0,1,<1H OCEAN
-118.0,34.0,8,1425.0,372.0,1803.0,353.0,2.0,1,<1H OCEAN
-118.0,34.0,8,2261.0,574.0,2496.0,527.0,2.0,1,<1H OCEAN
-118.0,34.0,7,1274.0,319.0,1362.0,324.0,2.0,2,<1H OCEAN
-118.0,34.0,4,1611.0,479.0,1457.0,458.0,1.0,1,<1H OCEAN
-118.0,34.0,7,2615.0,697.0,2484.0,630.0,2.0,1,<1H OCEAN
-118.0,34.0,7,2099.0,599.0,2311.0,529.0,2.0,1,<1H OCEAN
-118.0,34.0,8,1638.0,434.0,1213.0,390.0,1.0,2,<1H OCEAN
-118.0,34.0,8,1258.0,381.0,1276.0,358.0,2.0,1,<1H OCEAN
-118.0,34.0,9,1865.0,465.0,1916.0,438.0,2.0,1,<1H OCEAN
-118.0,34.0,6,2016.0,505.0,1807.0,464.0,2.0,1,<1H OCEAN
-118.0,34.0,5,504.0,140.0,529.0,123.0,2.0,1,<1H OCEAN
-118.0,34.0,6,932.0,294.0,1153.0,282.0,1.0,1,<1H OCEAN
-118.0,34.0,7,1407.0,447.0,1783.0,402.0,2.0,1,<1H OCEAN
-118.0,34.0,8,441.0,167.0,621.0,144.0,2.0,4,<1H OCEAN
-118.0,34.0,8,1098.0,426.0,1510.0,374.0,2.0,3,<1H OCEAN
-118.0,34.0,7,885.0,312.0,799.0,221.0,1.0,3,<1H OCEAN
-118.0,34.0,9,4217.0,1095.0,3298.0,949.0,2.0,2,<1H OCEAN
-118.0,34.0,4,2190.0,626.0,1768.0,528.0,1.0,1,<1H OCEAN
-118.0,34.0,4,2001.0,582.0,2044.0,557.0,1.0,2,<1H OCEAN
-118.0,34.0,8,2386.0,670.0,2327.0,661.0,2.0,2,<1H OCEAN
-118.0,34.0,6,1147.0,290.0,818.0,281.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1463.0,354.0,912.0,293.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1046.0,216.0,727.0,201.0,2.0,2,<1H OCEAN
-118.0,34.0,8,2255.0,533.0,1568.0,470.0,2.0,2,<1H OCEAN
-118.0,34.0,7,2073.0,566.0,1246.0,547.0,2.0,2,<1H OCEAN
-118.0,34.0,8,2217.0,489.0,1227.0,448.0,2.0,2,<1H OCEAN
-118.0,34.0,9,2544.0,532.0,1357.0,498.0,3.0,2,<1H OCEAN
-118.0,34.0,9,2547.0,475.0,1417.0,444.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1793.0,350.0,1303.0,366.0,3.0,2,<1H OCEAN
-118.0,34.0,8,814.0,223.0,511.0,188.0,2.0,2,<1H OCEAN
-118.0,34.0,9,2238.0,673.0,2247.0,583.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1743.0,421.0,1206.0,384.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1908.0,428.0,1271.0,394.0,3.0,3,<1H OCEAN
-118.0,34.0,9,1444.0,343.0,1154.0,334.0,2.0,3,<1H OCEAN
-118.0,34.0,6,2305.0,775.0,2450.0,740.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1650.0,463.0,1992.0,458.0,2.0,2,<1H OCEAN
-118.0,34.0,0,1487.0,468.0,1509.0,403.0,1.0,2,<1H OCEAN
-118.0,34.0,7,751.0,207.0,1010.0,231.0,2.0,3,<1H OCEAN
-118.0,34.0,5,1385.0,518.0,1730.0,472.0,1.0,3,<1H OCEAN
-118.0,34.0,9,2601.0,794.0,3080.0,770.0,2.0,2,<1H OCEAN
-118.0,34.0,8,713.0,245.0,880.0,237.0,1.0,1,<1H OCEAN
-118.0,34.0,9,795.0,308.0,1118.0,275.0,1.0,2,<1H OCEAN
-118.0,34.0,9,483.0,190.0,775.0,188.0,2.0,2,<1H OCEAN
-118.0,34.0,7,3335.0,921.0,3612.0,887.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1534.0,417.0,1295.0,380.0,2.0,2,<1H OCEAN
-118.0,34.0,8,855.0,284.0,890.0,247.0,1.0,2,<1H OCEAN
-118.0,34.0,8,2636.0,725.0,2182.0,651.0,1.0,2,<1H OCEAN
-118.0,34.0,9,1514.0,376.0,1353.0,344.0,2.0,1,<1H OCEAN
-118.0,34.0,8,1753.0,387.0,1165.0,380.0,2.0,1,<1H OCEAN
-118.0,34.0,8,1807.0,493.0,1731.0,471.0,1.0,2,<1H OCEAN
-118.0,34.0,9,1319.0,295.0,898.0,271.0,3.0,2,<1H OCEAN
-118.0,34.0,7,1131.0,281.0,859.0,230.0,1.0,3,<1H OCEAN
-118.0,34.0,9,1420.0,355.0,1080.0,353.0,2.0,2,<1H OCEAN
-118.0,34.0,9,2579.0,494.0,1558.0,458.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1686.0,377.0,982.0,356.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1296.0,246.0,853.0,238.0,3.0,2,<1H OCEAN
-118.0,34.0,9,1542.0,309.0,939.0,276.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1718.0,354.0,1026.0,312.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1630.0,379.0,1413.0,405.0,2.0,2,<1H OCEAN
-118.0,34.0,9,2709.0,642.0,1751.0,613.0,2.0,2,<1H OCEAN
-118.0,34.0,9,1551.0,362.0,1329.0,322.0,2.0,2,<1H OCEAN
-118.0,34.0,9,2235.0,433.0,1363.0,433.0,2.0,1,<1H OCEAN
-118.0,34.0,9,1525.0,359.0,982.0,333.0,2.0,2,<1H OCEAN
-118.0,34.0,8,1489.0,339.0,791.0,316.0,2.0,1,<1H OCEAN
-118.0,34.0,8,1703.0,358.0,789.0,249.0,2.0,1,<1H OCEAN
-118.0,34.0,8,2608.0,636.0,1766.0,596.0,2.0,2,<1H OCEAN
-118.0,34.0,9,2637.0,588.0,1903.0,521.0,2.0,1,<1H OCEAN
-118.0,34.0,9,2212.0,533.0,1903.0,554.0,2.0,1,<1H OCEAN
-118.0,34.0,8,2577.0,703.0,2446.0,687.0,1.0,1,<1H OCEAN
-118.0,34.0,8,2198.0,530.0,2067.0,497.0,2.0,1,<1H OCEAN
-118.0,34.0,9,1283.0,342.0,1363.0,329.0,3.0,1,<1H OCEAN
-118.0,34.0,9,2174.0,481.0,1861.0,484.0,2.0,1,<1H OCEAN
-118.0,34.0,8,1211.0,321.0,1153.0,282.0,2.0,1,<1H OCEAN
-118.0,34.0,9,3104.0,645.0,1498.0,581.0,3.0,2,<1H OCEAN
-118.0,34.0,9,1655.0,256.0,672.0,260.0,4.0,5,<1H OCEAN
-118.0,34.0,9,1949.0,308.0,823.0,340.0,3.0,5,<1H OCEAN
-118.0,34.0,9,1842.0,377.0,817.0,341.0,3.0,4,<1H OCEAN
-118.0,34.0,9,1745.0,371.0,1079.0,368.0,2.0,2,<1H OCEAN
-118.0,34.0,8,2223.0,361.0,968.0,373.0,4.0,5,<1H OCEAN
-118.0,34.0,9,1320.0,259.0,653.0,291.0,4.0,5,<1H OCEAN
